price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA
"Rs. 2,45,00,000 (Negotiable)
(Two crore forty five lakh )",0-3-0-0,,,5,3,2,,2.5,"KADAGHARI, KATHMANDU, NEPAL",20 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10730,1 MONTH AGO,86,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kadaghari-10730,,10FT,,
"Rs. 17,50,000 (Negotiable)
(Seventeen lakh fifty thousand per aana)",0-3-3-3,,,,,,,,"KHOKANA, LALITPUR, NEPAL",20 FEET,WEST,LAND (RESIDENTIAL),NONE,GB06643,4 YEARS AGO,6918,,https://www.gharbazar.com/property/details/land-at-khokana-6643,20M,,,
"Rs. 2,95,00,000 (Negotiable)
(2 crore 95 lakh)",0-5-0-0,,,5,1,1,4,2.5,"TUSHAL, KATHMANDU, NEPAL",15 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04133,5 YEARS AGO,33937,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-maharajgunj-4133,500M,,,
"Rs. 12,00,000 (Negotiable)
(12 lakh per aana)",0-8-0-0,,,,,,,,"NEAR BP SANGRAHLAYA, KATHMANDU, NEPAL",10 FT,EAST,LAND (RESIDENTIAL),PILLAR SYSTEM,GB05724,5 YEARS AGO,2418,,https://www.gharbazar.com/property/details/land-at-gokarneshwor-naya-pati-5724,400M,60,,
"Rs. 23,00,000 (Negotiable)
(23 lakh)",,,,,,1,2,,"NEAR B & B HOSPITAL, LALITPUR, NEPAL",30 METER,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05413,5 YEARS AGO,2204,FULLY FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-gwarko-5413,,,,
"Rs. 2,05,00,000 (Negotiable)
(Two crore five lakh )",0-2-3-3,,,,,,,,"MAHALAXMI MUNICIPALITY 5 TIKATHALI, LALITPUR, NEPAL",13 FT,EAST,LAND (RESIDENTIAL),NONE,GB10567,2 MONTHS AGO,794,,https://www.gharbazar.com/property/details/house-at-tikathali-10567,50M,,,
"Rs. 28,00,000 (Negotiable)
(Twenty eight lakh )",0-2-5-0,,,,,,,,"LAZIMPAT, KATHMANDU, NEPAL",22FT,WEST,RESTAURANT (COMMERCIAL),PILLAR SYSTEM,GB10511,3 MONTHS AGO,326,FULLY FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-lazimpat-10511,,,,
"Rs. 20,00,000 (Negotiable)
(Twenty lakh per anna )",7-0-0-0,,,,,,,,"GODAWARI, LALITPUR, NEPAL",16-20 FEET,NONE,LAND (RESIDENTIAL),NONE,GB09437,1 YEAR AGO,1990,,https://www.gharbazar.com/property/details/land-at-kitini-godawari-9437,,,,
"Rs. 1,70,00,000 (Negotiable)
(One crore seventy lakh )",0-5-0-3,,,,,,,,"POKHARA, KASKI, NEPAL",20 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10134,6 MONTHS AGO,112,,https://www.gharbazar.com/property/details/land-at-pokhara-10134,,JUST 200 M CLOSE FROM POKHARA MOUNTAIN MUSEUM,,
"Rs. 6,35,00,000 (Negotiable)
(Six crore thirty five lakh )",0-5-0-0,0-4-0-0,,5,2,1,6,2.5,"SANEPA, LALITPUR, NEPAL",13 FEET,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10013,4 MONTHS AGO,3073,NOT FURNISHED,https://www.gharbazar.com/property/details/luxurious-modern-bunglow-at-sanepa-lalitpur-10013,,,,
"Rs. 4,00,00,000 (Negotiable)",0-6-0-0,,,5,3,1,,3.5,"MANDIKATAR, KATHMANDU, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10170,6 MONTHS AGO,95,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-mandikatar-10170,,NEAR HAMS HOSPITAL,,
"Rs. 3,90,00,000 (Negotiable)
(Three crore ninety lakh )",0-5-2-0,0-3-0-0,,7,3,3,4,3,"GATHAGHAR, BHAKTAPUR, NEPAL",13 FEET,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09850,5 MONTHS AGO,136,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gathaghar-9850,,NEAR SIDDHARTHA BANK,,
"Rs. 25,00,000 (Negotiable)
(25 lakh per anna)",0-6-0-0,,,,,,,,"KHASI BAZAR, KALANKI, KATHMANDU, NEPAL",15 FT,,LAND (RESIDENTIAL),NONE,GB02986,7 YEARS AGO,2282,,https://www.gharbazar.com/property/details/land-at-kalanki-2986,,,,
"Rs. 2,10,00,000 (Negotiable)
(Two crore ten lakh )",0-3-0-2,1700 SQUARE FEET,,4,1,1,3,2.5,"MULPANI, GREEN HILL CITY, KATHMANDU, NEPAL",20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06598,2 YEARS AGO,18933,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-mulpani-6598,,,,
"Rs. 24,000 / month (Negotiable)
(Twenty four thousand )",0-,,,2,1,1,,3,"GOLFUTAR, KATHMANDU, NEPAL",ABOVE 20 FT,NORTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB09798,2 WEEKS AGO,68,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-golfutar-9798,,DIRECTLY NEXT TO GOLFUTAR MAIN ROAD (KK MART),,
"Rs. 35,000 / month (Negotiable)
(Thirty five thousand per month)",0-14-0-0,0-6-0-0,,3,1,1,1,1,"KAPAN, KATHMANDU, NEPAL",12 FEET,NORTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10077,7 MONTHS AGO,129,,https://www.gharbazar.com/property/details/house-at-kapan-10077,,,,
"Rs. 15,00,000 (Negotiable)
(Fifteen lakh per aana)",0-4-1-3,,,,,,,,"GODAMCHAUR, LALITPUR, NEPAL",13 FT,WEST,LAND (RESIDENTIAL),NONE,GB10470,2 WEEKS AGO,1176,,https://www.gharbazar.com/property/details/beautiful-residential-plot-in-godamchaur-godawari-10470,100M,,,
"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh )",0-3-0-3,0-3-0-3,,4,2,2,4,2.5,"IMADOL NAYA BASTI, KATHMANDU, NEPAL",16FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10146,6 MONTHS AGO,107,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-naya-basti-10146,,L.A SCHOOL NEAR,,
"Rs. 1,98,00,000 (Negotiable)
(One crore ninety eight lakh )",0-3-3-3,,,,,,,,"BAFAL, KATHMANDU, NEPAL",12.5 FT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10402,4 MONTHS AGO,113,,https://www.gharbazar.com/property/details/land-at-bafal-10402,,650M ETER FROM EVEREST BANK SITAPAILA OUTSIDE RINGROAD,,
"Rs. 2,25,00,000 (Negotiable)
(2 Crore 25 Lakh)",0-5-0-0,1761 SQUARE FEET,,3,1,1,3,2.5,"SUNAKOTHI, LALITPUR, NEPAL",13 FT,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05352,4 YEARS AGO,12450,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-civil-homes-5352,,,,
"Rs. 2,75,00,000 (Negotiable)
(3-0-2)",0-,,,,,,,,"IMADOL DOWNTOWN HOUSING NEAR, KATHMANDU, NEPAL",20 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB10263,5 MONTHS AGO,61,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-downtown-housing-near-10263,,,,
,7-0-0-0,14400 SQUARE FEET,,16,,2,8,6,"KAPAN, PAIYATAR, KATHMANDU, NEPAL",2 LANE,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB08363,1 YEAR AGO,3649,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kapan-8363,4200M,,,
"Rs. 3,90,00,000 (Negotiable)
(Three crore ninety lakh )",0-4-0-0,,,5,1,1,7,4.5,"DHUMBARAHI, KATHMANDU, NEPAL",20 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07424,2 YEARS AGO,4139,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-dhumbarahi-7424,150M,,,
"Rs. 60,000 (Negotiable)
(Sixty thousand per month)",1-4-0-0,0-4-0-0,,10,,,2,2.5,"CHECKPOST, CHANDRAGIRI, KATHMANDU, NEPAL",20 FEET,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06987,4 YEARS AGO,2338,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-checkpost-chandragiri-6987,150M,,,
"Rs. 45,00,000
(Forty five lakh )",0-6-0-0,,,,,,,,"TINTHANA , NAIKAP, KATHMANDU, NEPAL",18 FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10655,5 HOURS AGO,1989,,https://www.gharbazar.com/property/details/land-opportunity-in-tinthana-kalanki-at-best-price-10655,75M,,,
"Rs. 80,00,000 (Negotiable)
(Eighty lakh )",0-3-2-0,,,3,4,1,3,3,"LAGANKHEL, LALITPUR, NEPAL",20 FT,NORTH,COMMERCIAL BUILDING (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04751,4 YEARS AGO,9032,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-patan-industrial-area-4751,200M,,,
"Rs. 2,70,00,000 (Negotiable)
(Two crore seventy lakh )",0-4-0-0,,,4,,,3,2.5,"PADMA COLONY, KATHMANDU, NEPAL",20 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08859,2 YEARS AGO,6307,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-padma-colony-8859,,,,
"Rs. 8,00,000 (Negotiable)
(Eight lakh per aana)",3401 SQUARE METER,,,,,,,,"SARANGKOT, KASKI, NEPAL",,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB08334,2 YEARS AGO,3783,,https://www.gharbazar.com/property/details/land-at-sarangkot-pokhara-8334,,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-5-2-0,,,12,1,6,8,4,"JORPATI, SHIVACHOWK, KATHMANDU, NEPAL",14 FT,SOUTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04723,3 YEARS AGO,4148,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-jorpati-4723,100M,,,
"Rs. 5,00,000 (Negotiable)
(Five lakh per month)",2-0-0-0,,,6,2,1,6,3,"GUSINGAL, KUPONDOLE, LALITPUR, NEPAL",20 FEET,SOUTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06854,1 YEAR AGO,2931,SEMI FURNISHED,https://www.gharbazar.com/property/details/commercial-property-at-kupondole-6854,200M,,,
"Rs. 6,50,00,000 (Negotiable)
(Six crore fifty lakh )",0-13-0-0,0-6-0-0,,9,2,2,3,2.5,,8 METER,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02231,2 YEARS AGO,3357,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-gaurighat-2231,136M,,,
"Rs. 2,85,00,000 (Negotiable)
(Two crore eighty five lakh )",0-3-2-0,0-3-2-0,,6,2,2,3,2.5,"IMADOL CHAMPION FUSTAL, LALITPUR, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10145,6 MONTHS AGO,71,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-champion-fustal-10145,,HATTIBAN,,
,0-6-0-0,,,,,,,,"GREEN HILL CITY, KATHMANDU, NEPAL",11 METER,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10502,3 MONTHS AGO,83,,https://www.gharbazar.com/property/details/land-at-green-hill-city-10502,,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",128 SQUARE METER,28682868 SQUARE FEET,,5,3,3,,3.5,"GONGABU, KATHMANDU, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10370,5 MONTHS AGO,93,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gongabu-10370,,12 FT,,
"Rs. 4,00,00,000 (Negotiable)
(Four crore )",0-4-0-1,,,9,3,3,4,4,"NEAR KWALITY FOOD CAFE, BALKUMARI, LALITPUR, NEPAL",26 FT,EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06778,4 YEARS AGO,2764,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-balkumari-6778,150M,,,
"Rs. 3,25,00,000 (Negotiable)
(3 aana 2 paisa)",0-3-2-0,0-3-2-0,,6,2,2,,3.5,"IMADOL SITAL HEIGHT, LALITPUR, NEPAL",16,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10257,5 MONTHS AGO,90,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-sital-height-10257,,LUBHU LAMATAR HIGHWAY,,
"Rs. 78,00,000 (Negotiable)
(Per ana)",0-,,,,,,,,"TRIPURESHWOR, KATHMANDU, NEPAL",10 FEET,SOUTH-EAST,SCHOOL (COMMERCIAL/RESIDENTIAL),WALL BEARING,GB10445,3 MONTHS AGO,121,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-tripureshwor-10445,,5 MINS FAR FROM SAJAN GOTH INDIAN RESTAURANT,,
"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand )",,,,,,,,,"MASALA PASAL ICIMOD DHAPAKHEL LALITPUR, KATHMANDU, NEPAL",12 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10086,7 MONTHS AGO,52,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-masala-pasal-icimod-dhapakhel-lalitpur-10086,,,,
"Rs. 50,00,000 (Negotiable)
(Fifty lakh )",0-6-1-0,,,,,,,,"PASIKOT, BUDHANILKANTHA, KATHMANDU, NEPAL",20 FEETT,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10386,4 MONTHS AGO,53,,https://www.gharbazar.com/property/details/land-at-pasikot-budhanilkantha-10386,,800M,,
"Rs. 15,00,000 (Negotiable)
(Fifteen lakh )",15 DHUR,,,,,,,,"BIRATNAGAR EAST OF BIRATESWER MANDIR, MORANG, NEPAL",20,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB09998,8 MONTHS AGO,62,,https://www.gharbazar.com/property/details/land-at-biratnagar-east-of-birateswer-mandir-9998,,,,
,2-0-0-0,,,10,3,3,6,3,"BDWR_06@YAHOO.COM, DHALKO, KATHMANDU, NEPAL",15 FT,WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05707,5 YEARS AGO,3067,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-kushlechaur-5707,100M,10,,
"Rs. 5,00,00,000 (Negotiable)
(Five crore )",0-22-0-0,,,21,,,,3,"SUNDARBASTI BHANGAL NEAR GOLFUTAR, KATHMANDU, NEPAL",25 FT,SOUTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05657,5 YEARS AGO,2145,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-bhangal-5657,600M,,,
"Rs. 15,50,000 (Negotiable)
(15.5 lakh and 14 lakh per aana)",0-5-2-0 0-3-2-0,,,,,,,,"NEAR BY KHUSI KHUSI RESORT, KIRTIPUR, KATHMANDU, NEPAL",13 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06393,4 YEARS AGO,3642,,https://www.gharbazar.com/property/details/land-at-chandragiri-6393,1600M,,,
"Rs. 3,50,00,000 (Negotiable)
(3 Crore 50 Lakh)",0-6-0-0,2100 SQUARE FEET,,3,1,2,3,2.5,"SUNAKOTHI, LALITPUR, NEPAL",13 FT,SOUTH-EAST,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB05351,5 YEARS AGO,8415,FULLY FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-civil-homes-5351,100M,,,
"Rs. 3,25,00,000 (Negotiable)
(Three Crore Twenty Five Lakhs )",0-4-0-0,3775 SQUARE FEET,,10,4,1,5,3.5,"NEAR NIKHILESHWOR TEMPLE, KATHMANDU, NEPAL",10 FT,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05833,5 YEARS AGO,5212,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-koteshwor-5833,200M,,,
"Rs. 1,70,00,000 (Negotiable)
(One crore seventy lakh )",0-4-0-0,,,8,1,3,4,2.5,"NEAR NEW DIAMOND ACADEMY, KATHMANDU, NEPAL",10,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04607,4 YEARS AGO,20787,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kalanki-4607,1300M,175,,
"Rs. 1,50,00,000 (Negotiable)
(One crore fifty lakh )",0-4-0-0,,,2,1,1,1,1,"KAGESHWORI MANAHARA NAGARPALIKA-3, KATHMANDU, NEPAL",12 FEET,NONE,HOUSE (RESIDENTIAL),WALL BEARING,GB10000,7 MONTHS AGO,129,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kageshwori-manahara-nagarpalika-3-10000,,,,
"Rs. 2,45,00,000 (Negotiable)
(Two crore forty five lakh )",0-3-3-0,,,6,2,2,4,2.5,"THULOBHARYANG, GAIRIGAUN, KATHMANDU, NEPAL",14 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06500,4 YEARS AGO,2840,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-thulobharyang-6500,1000M,,,
"Rs. 36,00,000 (Negotiable)
(Thirty six lakh per aana)",243 SQUARE METER,,,,,,,,"KAUNDHAR, KASKI, NEPAL",16 FT,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB09100,1 YEAR AGO,3599,,https://www.gharbazar.com/property/details/land-at-kundahar-pokhara-9100,40M,40,,
"Rs. 3,50,000 (Negotiable)
(Three lakh fifty thousand per dhur)",40 DHUR,40 DHUR,,,,,,,"ITAHARI, SUNSARI, NEPAL",90 FEET WIDTH 58 FEET LENTH,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10322,5 MONTHS AGO,84,,https://www.gharbazar.com/property/details/land-at-itahari-10322,,WARD OFFICE ROAD,,
"Rs. 35,00,000 (Negotiable)
(35 lakh per anna)",0-8-0-0,,,,,,,,"KOTESHWOR, KATHMANDU, NEPAL",13 FT,,LAND (RESIDENTIAL),NONE,GB02980,7 YEARS AGO,2053,,https://www.gharbazar.com/property/details/land-house-at-koteshwor-2980,,NEAR ADVANCE ACADEMY,,
"Rs. 90,000
(Ninety thousand )",3 KATTHA,,,4,2,2,,2,"HETAUDA, KATHMANDU, NEPAL",14,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10451,4 MONTHS AGO,49,,https://www.gharbazar.com/property/details/house-at-hetauda-10451,,NEAR BHAIRAB MANDIR,,
"Rs. 2,20,000 (Negotiable)
(2 lak 20 thousand per dhur)",10 DHUR,,,,,,,,"DURGA MANDIR TOLE, BHAIRAHAWA, RUPANDEHI, NEPAL",12 FEET,EAST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB04402,6 YEARS AGO,1709,,https://www.gharbazar.com/property/details/land-at-bhairahawa-4402,,,,
"Rs. 22,00,000 (Negotiable)
(Twenty Two Lakhs Per Aana)",0-5-1-0,,,,,,,,"NEAR GENIUS SCHOOL, LALITPUR, NEPAL",13 FT GRAVEL,EAST,LAND (RESIDENTIAL),NONE,GB05818,5 YEARS AGO,3640,,https://www.gharbazar.com/property/details/land-at-nakhipot-height-5818,150M,,,
"Rs. 4,00,000 (Negotiable)
(Four lakh per anna)",5-8-0-0,,,,,,,,"BANEPA, KAVRE, NEPAL",20 FEET,NONE,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB07542,2 YEARS AGO,722,,https://www.gharbazar.com/property/details/land-at-banepa-7542,,,,
"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",1-7-2-0,2100 SQUARE FEET,,6,1,1,,2.5,"SAGARMATHA AYURVEDIC UDHYOG, NAYAPATI, GOKARNESHWOR, KATHMANDU, NEPAL",18 FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06472,1 YEAR AGO,4484,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-nayapati-gokarneshwor-6472,800M,,,
"Rs. 240 (Negotiable)
(2 Aana 3 paisa)",0-2-0-3,0-2-3-0,,5,2,2,,2.5,"IMADOL SITAL HEIGHT, LALITPUR, NEPAL",13 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10399,4 MONTHS AGO,88,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-sital-height-10399,,IMADOL DOWNTOWN,,
"Rs. 70,00,000
(Seventy lakh )",0-4-2-0,,,,,,,,"PANCHAMUKHI HANUMAN MANDIR, BOUDHADWAR MARG, KATHMANDU, KATHMANDU, NEPAL",10 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10786,2 WEEKS AGO,20,,https://www.gharbazar.com/property/details/land-at-panchamukhi-hanuman-mandir-boudhadwar-marg-kathmandu-10786,,,,
"Rs. 12,00,00,000 (Negotiable)
(Twelve crore )",0-6-1-0,,,,,,,3,"KUPANDOLE, LALITPUR, NEPAL",,NONE,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB03436,4 YEARS AGO,1564,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kupandole-3436,,,,
"Rs. 2,95,000 / month (Negotiable)
(Two lakh ninety five thousand )",0-8-0-0,0-3-0-0,,5,2,1,,2.5,"BUDHANILKANTHA, KATHMANDU, NEPAL",20FT,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10256,5 MONTHS AGO,83,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-10256,,,,
,0-4-0-0,,,,,,,,"BHAISIPATI, LALITPUR, NEPAL",20 FT,NONE,BUNGALOW (RESIDENTIAL),PILLAR SYSTEM,GB10073,7 MONTHS AGO,941,NOT FURNISHED,https://www.gharbazar.com/property/details/bungalow-at-bhaisipati-10073,,,,
"Rs. 65,000 / month (Negotiable)
(Sixty five thousand )",0-3-0-0,,,3,3,1,,2.5,"SURYABINAYAK-KATUNJE, BHAKTAPUR, KATHMANDU, NEPAL",,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10582,2 MONTHS AGO,53,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-suryabinayak-katunje-bhaktapur-10582,,500 MTR FROM THE ARANIKO HIGHWAY,,
"Rs. 1,87,50,000 (Negotiable)
(1 crore 87 lakh 50 thousand)",0-4-1-3,,,,,,,,"KHUMALTAR, LALITPUR, NEPAL",,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB04446,6 YEARS AGO,2136,,https://www.gharbazar.com/property/details/land-at-khumaltar-4446,,,,
"Rs. 35,00,000 (Negotiable)
(Thirty five lakh per aana)",2-8-0-0,,,,,,,,"JORPATI, KATHMANDU, NEPAL",20 FEET,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10150,6 MONTHS AGO,137,,https://www.gharbazar.com/property/details/land-at-jorpati-10150,,,,
"Rs. 4,00,00,000 (Negotiable)
(Four crore )",0-4-2-0,2835 SQUARE FEET,,6,2,2,3,4,"BUDHANILKANTHA, GOLFUTAR, KATHMANDU, NEPAL",26 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07259,2 YEARS AGO,4348,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-golfutar-7259,,,,
"Rs. 1,70,00,000 (Negotiable)
(One crore seventy lakh )",0-2-0-2,,,7,1,3,4,3.5,"BOUDHA, KATHMANDU, NEPAL",10 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03966,2 YEARS AGO,7002,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-mahankal-3966,150M,150,,
,0-6-0-0,2053 SQUARE METER,,14,3,4,,3,"BUDHANILNKANTHA, KATHMANDU, NEPAL",13 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10378,4 MONTHS AGO,103,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilnkantha-10378,,300M AWAY FROM MAIN ROAD,,
"Rs. 1,60,00,000 (Negotiable)
(One crore sixty lakh )",0-3-1-0,0-3-1-0,,2,1,1,,1,"SITAL TOLE, LALITPUR, NEPAL",12,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10341,5 MONTHS AGO,95,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-land-at-sital-tole-10341,,1 KM FROM KIST HOAPITAL,,
"Rs. 1,30,00,000 (Negotiable)
(One crore thirty lakh )",680 SQUARE FEET,,,,,,,,"THADO DUNGA, LALITPUR, NEPAL",20 FT,EAST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09738,11 MONTHS AGO,1886,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-bajra-and-shangrila-residency-9738,,,,
"Rs. 1,25,000 / month (Negotiable)
(One lakh twenty five thousand )",2-4-0-0,,,,,,,,"ITALITAR, BUDHANILKANTHA, KATHMANDU, NEPAL",12 FT,NONE,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB10456,4 MONTHS AGO,48,,https://www.gharbazar.com/property/details/land-at-italitar-budhanilkantha-10456,,10-12 FEET,,
"Rs. 30,00,000 (Negotiable)
(Thirty lakh )",7 DHUR,,,,,,,,"BANU CHOWK DHARAN, SUNSARI, NEPAL",20 FEET,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10168,6 MONTHS AGO,114,,https://www.gharbazar.com/property/details/land-at-banu-chowk-dharan-10168,,,,
"Rs. 45,00,000 (Negotiable)
(Forty five lakh )",0-3-3-0,,,,,,,,"RAMKOT, KATHMANDU, KATHMANDU, NEPAL",17 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB10290,2 MONTHS AGO,87,,https://www.gharbazar.com/property/details/land-at-ramkot-kathmandu-10290,,"APPROXIMATELY 2 KM FROM BAFAL CHOWK, 200 M FROM WILSON ACADEMY",,
"Rs. 60,00,000 (Negotiable)
(Sixty lakh per aana)",0-4-0-0,,,,,,,,"GOLFUTAR, KATHMANDU, NEPAL",20 FT,NORTH,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10820,3 DAYS AGO,289,,https://www.gharbazar.com/property/details/high-on-demand-land-at-golfutar-kathmandu-book-now-10820,,,,
"Rs. 71,00,000 (Negotiable)
(Total)",0-4-1-1,,,,,,,,"GODAMCHAUR, GODAWARI, LALITPUR, KATHMANDU, NEPAL",20FEET,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB10575,2 MONTHS AGO,72,,https://www.gharbazar.com/property/details/land-at-godamchaur-godawari-lalitpur-10575,,20FEET,,
