Price(Float),Area(In Sq.Feet),Road,Face,Floors,Bedroom,Bathroom,Address,City
43000000,4107,20,West,2,3,2,Dhungeadda,Kathmandu
50000000,3422.5,11,North,2,5,3,Tinkune,Kathmandu
24000000,1711.25,13,East,2.5,6,3,Balkot,Bhaktapur
23000000,1403.225,12,South West,2.5,5,3,Sipadol,Bhaktapur
43000000,1779.7,15.12944333,East,2.5,5,5,Golfutar,Kathmandu
30000000,1369,15.12944333,East,2.5,6,6,Samakhusi,Kathmandu
30000000,1779.7,20,North East,2.5,4,5,Pasikot,Kathmandu
31000000,1437.45,19,South West,2.5,5,5,Budhanilkantha,Kathmandu
25000000,1437.45,20,South,2.5,11,5,Dhapasi,Kathmandu
22500000,1060.975,13,North East,3,6,3,Golfutar,Kathmandu
50000000,1711.25,13,East,2.5,4,3,Bhaisepati,Lalitpur
23500000,1060.975,12,East,2.5,6,3,Budhanilkantha,Kathmandu
18000000,2053.5,20,South East,2.5,4,4,Kirtipur,Kathmandu
70000000,3422.5,12,South,2.5,5,5,Banasthali,Kathmandu
23000000,1026.75,13,East,2.5,4,3,Kusunti,Lalitpur
37500000,2224.625,13,North West,2.5,4,4,Bhaisepati,Lalitpur
27500000,1369,13,West,2.5,3,4,Bhaisepati,Lalitpur
36000000,1369,24,South East,4.5,12,5,Kapan,Kathmandu
37000000,1711.25,13,North East,3.5,8,4,Gongabu,Kathmandu
27500000,1711.25,15.12944333,West,3.5,7,4,Kalanki,Kathmandu
21500000,1129.425,12,North,2.5,6,4,Imadol,Lalitpur
35000000,1711.25,16.5,South West,2.5,4,3,Samakhushi chowk,Kathmandu
65000000,4107,16.5,North West,2.5,5,6,Maligaon,Kathmandu
100000000,4107,16.5,North,2.5,5,6,Banasthali,Kathmandu
50000000,2053.5,14,South East,3,10,5,Bijulibajar,Kathmandu
42500000,1779.7,15,South West,2.5,4,4,Kusunti,Lalitpur
17000000,1026.75,10,East,2,5,2,Tarkeshwor,Kathmandu
83500000,3336.9375,13,South East,3,4,4,Naxal,Kathmandu
22000000,1711.25,10,East,3,6,3,Chandragiri,Kathmandu
28000000,1197.875,18,North East,3,7,3,Imadol,Lalitpur
35000000,1369,10,North East,3,6,5,Tikathali,Lalitpur
18000000,1026.75,13,North,3,4,3,Mahalaxmi Nagarpalika,Lalitpur
33500000,1369,8,East,4,8,5,Kalanki,Kathmandu
36000000,1454.5625,13,South West,2,4,5,Nakkhu,Lalitpur
25500000,1112.3125,13,North East,3,4,4,Imadol,Lalitpur
28500000,1197.875,13,North West,3,4,4,Imadol,Lalitpur
75000000,4107,13,West,3,10,3,Bafal,Kathmandu
62000000,2053.5,13,South,3,6,3,Kupondole,Lalitpur
37500000,1540.125,18,South,3,3,4,Bhaisepati,Lalitpur
20000000,1026.75,14,South East,2,3,2,Hattiban,Lalitpur
55100000,2053.5,13,East,3,7,5,Sinamangal,Kathmandu
50000000,2738,13,South East,4,7,6,Gurujudhara,Kathmandu
12900000,1026.75,14,South,2,2,2,Imadol,Lalitpur
35000000,128.8,12,South,3,4,3,Gongabu,Kathmandu
34000000,1369,16,North East,2,5,3,Budhanilkantha,Kathmandu
70000000,2909.125,18,North West,3,5,7,Tokha,Kathmandu
26500000,1197.875,13,East,3,4,3,Imadol,Lalitpur
37500000,1540.125,20,North,3,7,4,Sipadol,Bhaktapur
44000000,2738,20,East,3,3,3,Naikap,Kathmandu
37500000,1283.4375,13,South East,2.5,5,4,Tikathali,Lalitpur
31500000,1240.65625,13,East,2.5,6,4,Imadol,Lalitpur
73100000,3657.796875,18,South West,2,4,4,Sitapaila,Kathmandu
26000000,1197.875,13,South,2.5,6,4,Mahalaxmi Nagarpalika,Lalitpur
27000000,1369,10,South East,3,11,3,Kapan,Kathmandu
26500000,1197.875,20,South,3,4,3,Imadol,Lalitpur
28500000,1197.875,13,South,3,9,4,Imadol,Lalitpur
55000000,1882.375,13,North,4,10,7,Dhumbarahi,Kathmandu
53600000,2203.234375,20,North,3.5,3,4,Sitapaila,Kathmandu
28500000,1219.265625,12,East,3,6,5,Imadol,Lalitpur
38500000,2053.5,18,East,3,7,5,Imadol,Lalitpur
79000000,2738,26,East,2,5,5,Budhanilkantha,Kathmandu
32500000,1369,13,South,3,5,4,Hattiban,Lalitpur
35000000,1369,13,North East,3.5,5,4,Hattiban,Lalitpur
29000000,1112.3125,13,West,2.5,6,4,Hattiban,Lalitpur
41000000,1026.75,16,South,3,6,3,Dallu,Kathmandu
26500000,1369,13,East,3,6,3,Kageshwori Manohara,Kathmandu
32500000,1369,13,South,3,5,4,Budhanilkantha,Kathmandu
42500000,1454.5625,13,West,3,5,4,Budhanilkantha,Kathmandu
43500000,1711.25,13,North East,4,6,5,Budhanilkantha,Kathmandu
25000000,1112.3125,13,East,3.5,5,4,Imadol,Lalitpur
24000000,1026.75,13,East,2.5,4,3,Imadol,Lalitpur
23500000,1026.75,13,South,2.5,4,4,Imadol,Lalitpur
27500000,1711.25,13,West,3,4,2,Lubhu,Lalitpur
37000000,3508.0625,14,East,3,3,3,Kalanki,Kathmandu
41500000,1369,19.686,South,4,5,5,Koteshwor,Kathmandu
26500000,1112.3125,13,North,3,5,4,Imadol,Lalitpur
19000000,1005.359375,12,South East,4,3,2,Pepsicola,Kathmandu
37500000,1711.25,20,West,2,8,2,Budhanilkantha,Kathmandu
100000000,3764.75,12,South East,4,10,7,Chappal Karkhana,Kathmandu
39800000,1710,13,East,3,8,4,Madhyapur Thimi,Bhaktapur
30000000,1369,10,South,3,4,4,Basundhara,Kathmandu
22500000,1026.75,13,South,2,4,3,Budhanilkantha,Kathmandu
41000000,1026.75,13,South East,3,6,5,Jhamsikhel,Lalitpur
24500000,941.1875,24,South,2,6,2,Kapan,Kathmandu
28500000,1796.8125,12,South,2,5,2,Jorpati,Kathmandu
15000000,1796.8125,4,West,2,2,2,Dadikot,Bhaktapur
52500000,3080.25,26,North,2.5,5,5,Balkot,Bhaktapur
33900000,1796.8125,16,South East,4,5,4,Sano Gaun,Lalitpur
27000000,1112.3125,13,South,3,5,4,Imadol,Lalitpur
46500000,1369,13,East,3,4,4,Bhaisepati,Lalitpur
72500000,2738,20,South,3,6,5,Balkhu,Kathmandu
23500000,1026.75,13,East,3,5,3,Imadol,Lalitpur
82140000,5476,13,East,3,5,4,Chapali,Kathmandu
37500000,1197.875,20,North East,4,4,4,Bhaisepati,Lalitpur
27000000,1197.875,13,North,3,6,3,Kadaghari,Kathmandu
35000000,1197.875,20,East,3,4,4,Bhaisepati,Lalitpur
77500000,2823.5625,20,East,3,5,5,Budhanilkantha,Kathmandu
50000000,1796.8125,14,East,3,4,5,Budhanilkantha,Kathmandu
45000000,1625.6875,13,South,3,5,4,Budhanilkantha,Kathmandu
45000000,1711.25,13,East,3,6,4,Budhanilkantha,Kathmandu
45000000,1540.125,20,South West,3,3,4,Budhanilkantha,Kathmandu
41000000,1411.78125,20,South East,3,5,4,Tokha,Kathmandu
38000000,1197.875,13,East,3,4,4,Bhaisepati,Lalitpur
37500000,1369,13,East,3,6,4,Tokha,Kathmandu
59500000,2053.5,13,South,3,5,5,Budhanilkantha,Kathmandu
42500000,1711.25,13,South East,3,5,4,Budhanilkantha,Kathmandu
45000000,1882.375,13,East,3,5,4,Hattigauda,Kathmandu
46000000,1540.125,13,East,3,4,4,Hattiban,Lalitpur
23000000,1112.3125,13,North East,3,4,3,Dhapasi,Kathmandu
42500000,1283.4375,16,South East,2,5,5,Budhanilkantha,Kathmandu
53000000,1882.375,13,South,2,4,4,Bhaisepati,Lalitpur
45000000,2053.5,16,North,2.5,5,5,Hattiban,Lalitpur
21000000,1283.4375,10,East,3,10,3,Changunarayan,Bhaktapur
17500000,1369,20,East,3,7,4,Godawari,Lalitpur
20500000,1112.3125,13,North,3,4,4,Imadol,Lalitpur
27600000,1711.25,20,East,3,4,3,Thankot,Kathmandu
31500000,1197.875,13,North,3,4,4,Imadol,Lalitpur
23500000,1026.75,13,North,3,4,4,Imadol,Lalitpur
29500000,2053.5,8,East,3,6,3,Kapan,Kathmandu
36500000,2224.625,13,North East,3,5,3,Hattigauda,Kathmandu
22000000,1796.8125,14,East,2,8,2,Sanobharyang,Kathmandu
28500000,1369,13,South West,2,5,3,Bafal,Kathmandu
36000000,1197.875,13,North West,3,6,4,Tarkeshwor,Kathmandu
32500000,1197.875,13,South,3,5,4,Thulo Bharyang,Kathmandu
39000000,1668.46875,16,North,2,4,3,Grande Villa,Kathmandu
29000000,1026.75,19,South,3,4,4,Nakhipot,Lalitpur
95000000,4107,26,North West,3,4,3,Jawalakhel,Lalitpur
79500000,3336.9375,13,South,3,5,5,Thecho,Lalitpur
35500000,1796.8125,14,South,3,6,5,Gwarko,Lalitpur
37500000,1882.375,15,West,3,5,4,Mahalaxmi Nagarpalika,Lalitpur
65000000,2053.5,20,East,3,5,4,Dhumbarahi,Kathmandu
28000000,1711.25,13,East,3,6,3,Dhapakhel,Lalitpur
26500000,1369,13,North West,3,4,4,Mahalaxmisthan,Lalitpur
20000000,1026.75,20,South East,3,4,3,Bhaktapur,Bhaktapur
35500000,1369,12,East,3,6,4,Sitapaila,Kathmandu
23500000,1240.65625,13,East,2,7,3,Sitapaila,Kathmandu
26000000,1112.3125,13,South West,3,3,4,Tokha,Kathmandu
27000000,1347.609375,13,North East,3,2,3,Imadol,Lalitpur
112500000,3251.375,20,East,3,4,4,Chandol,Kathmandu
57500000,2673.828125,24,West,3,5,5,Hattiban,Lalitpur
29900000,1711.25,10,West,4,8,4,Goldhunga,Kathmandu
18000000,1048.140625,13,South East,3,5,3,Changunarayan,Bhaktapur
65000000,1732.640625,26,South East,4,9,3,Mid Baneshwor,Kathmandu
80000000,2738,18,East,4,12,4,Minbhawan,Kathmandu
47500000,1711.25,13,South,3,5,5,Raniban,Kathmandu
30000000,1026.75,13,West,2,3,3,Raniban,Kathmandu
30000000,1283.4375,13,West,3,4,3,Bhaisepati,Lalitpur
36000000,1454.5625,16,West,3,7,3,Sanobharyang,Kathmandu
30000000,1369,15,North,3,6,3,Koteshwor,Kathmandu
28000000,1433.171875,13,North West,3,5,3,Budhanilkantha,Kathmandu
60000000,4107,13,East,3,3,6,Gwarko,Lalitpur
22000000,1369,8,East,3,3,3,Kapan,Kathmandu
32500000,1882.375,15,South,2.5,6,3,Basundhara,Kathmandu
35000000,1369,18,East,2,3,3,Sunakothi,Lalitpur
22500000,1026.75,14,North West,3,4,3,Jorpati,Kathmandu
35000000,1711.25,13,East,2,5,4,Mandikatar,Kathmandu
19500000,1112.3125,13,North,3,5,3,Tikathali,Lalitpur
61000000,3422.5,12,East,3,4,3,Dhapasi,Kathmandu
23000000,1369,10,East,3,7,4,Jorpati,Kathmandu
69000000,4877.0625,20,South,2,3,3,Chapali,Kathmandu
31500000,1369,14,West,3,5,4,Narephate,Kathmandu
23000000,1197.875,11,North East,3,5,5,Pepsicola,Kathmandu
29500000,1155.09375,26,North,3,5,3,Koteshwor,Kathmandu
32500000,1540.125,14,West,3,5,4,Budhanilkantha,Kathmandu
22000000,1197.875,13,South,3,5,3,Harisiddhi,Lalitpur
70000000,3422.5,14,North,3,5,5,Budhanilkantha,Kathmandu
28000000,1390.390625,13,North,3,6,3,Kapan,Kathmandu
57000000,2395.75,13,South West,3,4,4,Budhanilkantha,Kathmandu
39000000,1711.25,13,South West,3,4,4,Minbhawan,Kathmandu
48500000,3422.5,13,West,2,4,4,Bohoratar,Kathmandu
18500000,1283.4375,10,South,2,3,3,Sitapaila,Kathmandu
21000000,1540.125,18,South East,2,6,3,Godawari,Lalitpur
13000000,1647.078125,12,East,3,3,2,Jharuwarashi,Lalitpur
20500000,855.625,13,North East,3,4,3,Imadol,Lalitpur
26000000,1197.875,13,East,3,4,4,Imadol,Lalitpur
17000000,1026.75,16,East,3,6,3,Balambu,Kathmandu
26000000,1711.25,12,South East,3,11,3,Gokarneshwor,Kathmandu
26000000,1796.8125,13,East,2,4,3,Balaju,Kathmandu
22500000,1197.875,13,South,3,4,4,Imadol,Lalitpur
45000000,2738,20,South,3,4,4,Budhanilkantha,Kathmandu
55000000,3080.25,18,North,3,4,5,Budhanilkantha,Kathmandu
27000000,1796.8125,14,North West,3,6,6,khahare,Kathmandu
28500000,1369,22,South,3,5,5,Nakhipot,Lalitpur
13000000,1112.3125,8,West,2,6,2,Kadaghari,Kathmandu
35000000,1369,14,North,3,4,3,Budhanilkantha,Kathmandu
48500000,3422.5,14,East,3,4,4,Balaju,Kathmandu
25000000,1711.25,11,South,3,7,5,Baniyatar,Kathmandu
55000000,2909.125,13,North East,2,4,4,Budhanilkantha,Kathmandu
24800000,1026.75,13,South,3,5,4,Syuchatar,Kathmandu
17000000,1026.75,16,East,3,6,3,Chandragiri,Kathmandu
17800000,1197.875,13,East,3,9,3,Goldhunga,Kathmandu
50000000,2053.5,13,South,2,5,3,Swayambhu,Kathmandu
26000000,1711.25,13,South West,2,3,3,Sirutar,Bhaktapur
29500000,1732.640625,13,South,3,7,3,Kapan,Kathmandu
37500000,1369,13,North,3,6,5,Budhanilkantha,Kathmandu
33500000,1369,13,North,3,6,5,Budhanilkantha,Kathmandu
81600000,4107,13,North East,3,4,4,Bansbari,Kathmandu
65000000,2224.625,20,West,3,5,5,Baluwatar,Kathmandu
56000000,2738,13,North,3,4,4,Baluwatar,Kathmandu
21000000,1197.84,13,East,3,4,4,Imadol,Lalitpur
21500000,1026.75,13,East,3,4,4,Imadol,Lalitpur
24500000,1197.875,13,East,3,4,4,Imadol,Lalitpur
21500000,1026.75,13,East,3,4,3,Imadol,Lalitpur
22500000,1197.875,13,East,3,4,4,Imadol,Lalitpur
33500000,1369,13,South,4,8,5,Imadol,Lalitpur
21000000,1026.75,13,North,3,4,4,Imadol,Lalitpur
29500000,1369,13,South East,3,6,4,Imadol,Lalitpur
35000000,2738,20,East,3,6,6,Budhanilkantha,Kathmandu
33500000,1796.8125,12,South,3,4,4,Bhangal,Kathmandu
25000000,1561.515625,12,East,3,5,4,Tarkeshwor,Kathmandu
29500000,1454.5625,14,West,2,7,4,Chandragiri,Kathmandu
26500000,1197.875,13,North,4,5,4,Nakhipot,Lalitpur
35000000,1369,12,North,2,5,4,Chandol,Kathmandu
23000000,1026.75,26,East,3,3,4,Golfutar,Kathmandu
36000000,1796.8125,15,South East,3.5,4,6,Basundhara,Kathmandu
24000000,1048.140625,20,West,3,4,3,Imadol,Lalitpur
21000000,1026.75,13,West,2,5,3,Dhapasi,Kathmandu
40000000,1839.59375,12,North,3.5,7,4,Chappal Karkhana,Kathmandu
24500000,855.625,10,South,2.5,3,3,Buddhanagar,Kathmandu
25000000,1026.75,12,East,3,8,3,Gaurighat,Kathmandu
16000000,1112.3125,10,East,3,4,3,Budhanilkantha,Kathmandu
80000000,1369,14,East,4,6,5,Naxal,Kathmandu
50000000,2053.5,13,South East,3,5,3,Sano Bharyang,Kathmandu
28000000,1283.4375,13,East,4,9,5,Patan,Lalitpur
18500000,1026.75,13,North,2.5,4,3,Imadol,Lalitpur
28000000,1112.3125,25,South,4,10,3,Sukedhara,Kathmandu
24000000,1711.25,10,North,4,12,4,Kalanki,Kathmandu
60000000,3123.03125,13,East,2.5,7,4,Budhanilkantha,Kathmandu
18500000,1026.75,13,North,2.5,4,4,Imadol,Lalitpur
23500000,1197.875,13,South,2.5,4,4,Imadol,Lalitpur
22200000,1112.3125,20,East,4,10,3,Pepsicola,Kathmandu
50000000,1454.5625,12,South,3,5,4,Narephate,Kathmandu
14000000,684.5,10,North,4,5,2,Chakupat,Lalitpur
46000000,1711.25,14,West,2.5,5,6,Budhanilkantha,Kathmandu
110000000,3764.75,14,West,2,3,4,Budhanilkantha,Kathmandu
100000000,5476,10,North,2,3,3,Mid Baneshwor,Kathmandu
28000000,1754.03125,20,North,2.5,5,4,Mulpani,Kathmandu
34500000,1026.75,13,East,3,4,4,Samakhusi,Kathmandu
26500000,1262.046875,13,North,2.5,5,3,Boudha,Kathmandu
25000000,2053.5,14,South,3,3,3,Balaju,Kathmandu
34500000,1711.25,13,South,3,5,5,Hattigauda,Kathmandu
12500000,705.890625,10,East,3,4,3,Kageshwori Manohara,Kathmandu
32500000,1625.6875,10,South East,3,5,4,Satdobato,Lalitpur
28500000,1133.703125,13,East,2,4,4,Bhaisepati,Lalitpur
38000000,1711.25,13,West,3,6,4,Koteshwor,Kathmandu
32500000,1369,20,South,3,6,4,Kausaltar,Bhaktapur
42500000,1754.03125,13.5,West,4,8,4,Dillibazar,Kathmandu
22000000,1454.5625,20,South,3,3,4,Sano Gaun,Lalitpur
63000000,3080.25,22,North West,3,5,5,Budhanilkantha,Kathmandu
15000000,855.625,13,North West,2,4,2,Pepsicola,Kathmandu
43000000,1540.125,15,South,3,6,6,Battisputali,Kathmandu
31500000,1967.9375,14,East,2,5,4,Sunderbasti,Kathmandu
27200000,1540.125,13,East,2.5,6,3,Kapan,Kathmandu
17000000,1069.53125,20,North,3,4,3,Thaiba,Lalitpur
24500000,1540.125,13,North,2.5,7,3,Bafal,Kathmandu
29000000,1540.125,15,South,2.5,4,5,Nakkhu,Lalitpur
29000000,1369,20,East,2.5,4,5,Nakkhu,Lalitpur
32500000,1369,20,West,3,4,5,Bhaisepati,Lalitpur
36000000,1347.609375,20,North,3,7,4,Thapagaun,Kathmandu
30000000,1369,14,East,2.5,4,4,Bhaisepati,Lalitpur
24500000,1219.265625,20,South,2.5,4,5,Bhaisepati,Lalitpur
22000000,1133.703125,13,East,2.5,5,5,Imadol,Lalitpur
25000000,1197.875,20,West,2.5,5,3,Imadol,Lalitpur
22000000,1240.65625,10,South,2.5,7,4,Nagarjun,Kathmandu
56500000,1711.25,16,East,3,10,5,Buddhanagar,Kathmandu
21000000,1197.875,13,South,2,5,2,Sitapaila,Kathmandu
42000000,2053.5,14,East,3,5,5,Sukedhara,Kathmandu
31500000,1347.609375,16,North,2,7,2,Sanobharyang,Kathmandu
23000000,1026.75,10,South,2,6,2,Bafal,Kathmandu
31000000,1369,18,South East,3,4,3,Bhaisepati,Lalitpur
22000000,406.421875,14,North East,2,4,2,Syuchatar,Kathmandu
21500000,1369,20,East,2,5,2,Sano Gaun,Lalitpur
26500000,1197.875,20,South East,2.5,4,4,Nakkhu,Lalitpur
55000000,1796.8125,12,South East,3,4,5,Baluwatar,Kathmandu
55000000,1882.375,15,North,2,7,8,Tahachal,Kathmandu
19000000,1026.75,10,North,3,3,4,Balkot,Bhaktapur
34000000,1369,16,South West,3,5,3,Lalitpur,Lalitpur
34000000,1197.875,20,East,2.5,6,3,Chamati,Kathmandu
21500000,877.015625,20,South East,3,4,2,Chamati,Kathmandu
19000000,983.96875,14,North,2.5,4,3,Baniyatar,Kathmandu
25000000,1197.875,15,North,3.5,10,5,Nepaltar,Kathmandu
42000000,1540.125,20,South West,3.5,6,4,Kapan,Kathmandu
40000000,2139.0625,13,North,3,4,5,Golfutar,Kathmandu
23500000,1540.125,10,West,2.5,5,3,Raniban,Kathmandu
16500000,1026.75,10,South,3,6,3,Tikathali,Lalitpur
19500000,1197.875,10,East,3,6,3,Sipadol,Bhaktapur
16000000,941.1875,13,South West,3,3,3,Budhanilkantha,Kathmandu
17000000,941.1875,13,East,2,5,5,Naikap,Kathmandu
23000000,1197.875,13,West,2.5,6,4,Sanobharyang,Kathmandu
16500000,1026.75,22,North,2.5,5,3,Bohoratar,Kathmandu
18000000,1240.65625,13,East,2.5,5,4,Satungal,Kathmandu
31000000,1369,16,South West,2.5,6,3,Bafal,Kathmandu
22500000,1197.875,13,East,2.5,5,3,Bafal,Kathmandu
30000000,1197.875,16,East,2.5,4,3,Nagarjun,Kathmandu
55000000,3080.25,20,South East,3,4,4,Budhanilkantha,Kathmandu
58000000,2481.3125,20,East,3,5,5,Budhanilkantha,Kathmandu
18500000,855.625,13,North East,2.5,5,3,Nagarjun,Kathmandu
27000000,1582.90625,8,South East,2.5,5,2,Chhauni,Kathmandu
31500000,1711.25,13,South East,2,5,2,Nagarjun,Kathmandu
57000000,4107,15,East,2,7,5,Budhanilkantha,Kathmandu
57500000,2395.75,22,East,2,4,5,Budhanilkantha,Kathmandu
28500000,1369,20,South,3.5,11,5,Baneshwor,Kathmandu
24500000,1197.875,13,East,2.5,6,4,Budhanilkantha,Kathmandu
24000000,1026.75,13,West,4,7,4,Patan,Lalitpur
35000000,1711.25,16,East,3,11,5,Hattiban,Lalitpur
20000000,1026.75,10,South,2.5,4,3,Sovahity,Lalitpur
32500000,1796.8125,13,South East,3,6,5,Imadol,Lalitpur
15000000,855.625,8,South,3,4,2,Hattigauda,Kathmandu
20531250,1561.515625,16,South West,3,4,3,Boudha,Kathmandu
13000000,941.1875,8,North East,3,5,2,Jorpati,Kathmandu
60000000,4107,13,East,3,6,6,Budhanilkantha,Kathmandu
23500000,1283.4375,15,East,3,7,6,Tokha,Kathmandu
50000000,1796.8125,20,West,3,4,4,Budhanilkantha,Kathmandu
25000000,1026.75,18,North East,2.5,5,4,Pepsicola,Kathmandu
48000000,2738,10,South,3,7,6,Maharajgunj,Kathmandu
31000000,1882.375,12,East,3,6,3,Imadol,Lalitpur
25000000,1026.75,13,South,3,9,3,Budhanilkantha,Kathmandu
21000000,1026.75,12,West,2.5,5,4,Imadol,Lalitpur
19500000,1026.75,12,East,2.5,5,4,Imadol,Lalitpur
21000000,1454.5625,16,West,2,5,4,Syuchatar,Kathmandu
25000000,1369,13,North East,3,7,5,Syuchatar,Kathmandu
22500000,1369,14,North East,2,5,4,Naikap,Kathmandu
24500000,1369,13,East,2,7,4,Syuchatar,Kathmandu
22400000,1283.4375,13,North East,3,6,4,Syuchatar,Kathmandu
21400000,1197.875,13,North East,2.5,4,4,Imadol,Lalitpur
22000000,1369,15,East,3,6,4,Budhanilkantha,Kathmandu
46500000,2139.0625,20,North,4,7,4,Koteshwor,Kathmandu
33500000,1369,16,East,3,4,5,Chandol,Kathmandu
72000000,4107,15,South East,3,5,6,Budhanilkantha,Kathmandu
42500000,2738,13,East,3,5,5,Budhanilkantha,Kathmandu
59000000,2652.4375,20,South East,3,4,6,Budhanilkantha,Kathmandu
16500000,1454.5625,13,South West,3,5,4,Bhangal,Kathmandu
19000000,1026.75,8,East,3,6,3,Boudha,Kathmandu
32000000,2139.0625,20,North,3,4,6,Budhanilkantha,Kathmandu
85000000,3764.75,13,South,3,8,8,Budhanilkantha,Kathmandu
36000000,2053.5,14,East,3,5,7,Budhanilkantha,Kathmandu
47500000,2738,16,East,2,4,5,Bansbari,Kathmandu
45000000,2738,20,South East,3,5,7,Budhanilkantha,Kathmandu
36000000,2053.5,10,South East,3,6,6,Bansbari,Kathmandu
26500000,1796.8125,12,East,3,6,5,Sunderbasti,Kathmandu
47500000,2738,10,West,2.5,5,4,Baneshwor,Kathmandu
57500000,3058.859375,20,West,3,6,5,Nakhipot,Lalitpur
45000000,2738,16,North West,3,6,5,Bansbari,Kathmandu
43000000,2139.0625,20,South East,3,4,4,Golfutar,Kathmandu
55000000,2395.75,20,North,3,7,7,Samakhusi,Kathmandu
32000000,1369,15,East,3,6,6,Samakhusi,Kathmandu
32000000,1026.75,13,South West,3,4,5,Chappal Karkhana,Kathmandu
25000000,1540.125,12,North West,2,7,5,Budhanilkantha,Kathmandu
23000000,770.0625,15,East,3,4,2,Baluwatar,Kathmandu
45000000,2053.5,26,East,3,5,6,Budhanilkantha,Kathmandu
47000000,3508.0625,20,South,2,4,4,Balkumari,Lalitpur
38000000,1454.5625,26,South East,4,9,5,Kalanki,Kathmandu
19000000,1048.140625,13,South,3.5,6,3,Kadaghari,Kathmandu
30000000,1369,11,North West,2,6,4,Sitapaila,Kathmandu
21500000,1112.3125,13,East,2.5,6,6,Pepsicola,Kathmandu
39800000,1069.53125,14,South East,3,6,5,Jawalakhel,Lalitpur
21000000,1112.3125,13,West,2.5,6,4,Kadaghari,Kathmandu
29000000,2053.5,10,East,3,6,4,Sitapaila,Kathmandu
17000000,1219.265625,13,East,4,5,5,Lubhu,Lalitpur
26500000,1454.5625,13,East,3,11,4,Kapan,Kathmandu
10500000,1112.3125,12,South East,1.5,2,2,Gokarneshwor,Kathmandu
56000000,2224.625,15,South,3,6,5,Gyaneshwor,Kathmandu
21500000,1283.4375,12,North,3,2,4,Mahalaxmi Nagarpalika,Lalitpur
18000000,1454.5625,26,South,3,4,3,Tarkeshwor,Kathmandu
28000000,1796.8125,14,East,3,8,3,Pasikot,Kathmandu
14500000,1369,10,North,3,6,3,Duwakot,Bhaktapur
24000000,1454.5625,13,East,2,5,3,Kavresthali,Kathmandu
25000000,1197.875,13,South West,2.5,5,3,Imadol,Lalitpur
28700000,1197.875,13,East,2.5,5,4,Imadol,Lalitpur
46000000,1711.25,14,East,2,5,4,Hattiban,Lalitpur
21500000,919.796875,13,West,2,8,4,Guheshwori,Kathmandu
19500000,1112.3125,12,South,2.5,6,3,Imadol,Lalitpur
25000000,1369,13,North,3,6,4,Bhaisepati,Lalitpur
18500000,1048.140625,13,South West,3,6,3,Kageshwori Manohara,Kathmandu
110000000,4107,15,East,3,5,5,Bhatbhateni,Kathmandu
19500000,1561.515625,15,South East,2,5,4,Tikathali,Lalitpur
53500000,1711.25,15,East,4,5,7,Gairidhara,Kathmandu
28500000,1369,13,East,3,12,3,Suryabinayak,Bhaktapur
80000000,3379.71875,20,East,2.5,5,6,Chandol,Kathmandu
32500000,1540.125,12,East,3,6,4,Sanepa,Lalitpur
48000000,2738,12,North West,3,6,3,Bishal Nagar,Kathmandu
55000000,4877.0625,14,East,3,5,3,Dhapasi,Kathmandu
30000000,1026.75,5,South,3,6,3,Basundhara,Kathmandu
45000000,4107,15,West,2,3,3,Ekantakuna,Lalitpur
60000000,2738,20,East,2,11,3,Lazimpat,Kathmandu
23500000,1796.8125,13,South West,3,5,5,Kapan,Kathmandu
58000000,2823.5625,20,East,3,9,4,Budhanilkantha,Kathmandu
13500000,748.671875,18,West,2,3,2,Imadol,Lalitpur
33400000,1711.25,13,South West,3,5,5,Hattigauda,Kathmandu
17000000,1283.4375,12,South East,3,6,3,Kirtipur,Kathmandu
60000000,3422.5,14,East,2,6,3,Tinkune,Kathmandu
51000000,4877.0625,14,East,3,8,4,Lalitpur,Lalitpur
49800000,2738,20,East,3,5,6,Mulpani,Kathmandu
60000000,3422.5,14,North,2,6,2,Khumaltar,Lalitpur
31000000,1711.25,13,North,3,6,5,Hattigauda,Kathmandu
100000000,4877.0625,14,East,3,8,4,Ghattekulo,Kathmandu
55000000,2481.3125,14,South,3,7,3,Dallu,Kathmandu
23000000,1112.3125,14,East,3,5,3,Sanobharyang,Kathmandu
35000000,1625.6875,13,South,3,5,3,Chakupat,Lalitpur
25000000,120,13,West,3,7,5,Mandikatar,Kathmandu
25000000,1197.875,13,East,3,8,5,Nepaltar,Kathmandu
50000000,3508.0625,14,East,3,7,4,Banasthali,Kathmandu
27500000,1475.953125,20,East,2,5,3,Bhaisepati,Lalitpur
62500000,4107,20,North,3,8,4,Basundhara,Kathmandu
16000000,1026.75,12,East,3,5,3,Imadol,Lalitpur
35000000,1711.25,15,East,3,6,7,Basundhara,Kathmandu
12900000,855.625,13,South,3,4,3,Chandragiri,Kathmandu
25000000,1882.375,18,West,3,7,6,Tokha,Kathmandu
100000000,4385.078125,13,East,3,5,6,Banasthali,Kathmandu
100000000,4406.46875,20,North,3.5,10,8,Baluwatar,Kathmandu
32500000,1369,12,South East,2.5,6,4,Sukedhara,Kathmandu
39900000,1540.125,14,North West,3,5,4,Chapali,Kathmandu
25500000,1369,13,East,3,6,6,Sitapaila,Kathmandu
52500000,2738,20,South East,3,5,5,Budhanilkantha,Kathmandu
26500000,1369,13,East,3,6,6,Budhanilkantha,Kathmandu
19000000,1197.875,10,East,3,7,3,Sipadol,Bhaktapur
